origin,destination,days_before_departure,season,seat_class,airline,distance_km,demand_score,competitor_price,is_holiday,price_usd
SIN,NRT,172,spring,First,AeroGulf,13796,0.57,1477,1,889
JFK,FRA,319,summer,First,SkyMind,1716,0.17,1125,0,646
JFK,LAX,359,summer,Economy,AsiaJet,5127,0.73,1598,1,293
LHR,BOM,106,summer,First,PacificAir,11691,0.06,1974,0,4265
SIN,DXB,189,autumn,Economy,EuroWings,1705,0.17,772,0,315
LAX,JFK,17,summer,Economy,SkyMind,7203,0.18,1631,0,454
SYD,NRT,50,summer,Economy,PacificAir,727,0.04,163,1,270
JFK,JFK,249,summer,Economy,AsiaJet,3113,0.75,1890,0,1125
BOM,FRA,227,spring,Economy,EuroWings,13401,0.98,509,0,908
LAX,DXB,79,spring,Business,SkyMind,2636,0.78,1754,1,359
DXB,LHR,272,winter,Economy,AeroGulf,7811,0.86,1234,1,2921
DXB,LHR,213,summer,Economy,AeroGulf,12423,0.01,1541,0,4485
LAX,SIN,17,autumn,Economy,SkyMind,7458,0.12,1826,1,1305
LAX,CDG,346,spring,Business,AeroGulf,749,0.56,1331,0,345
SYD,LHR,251,winter,Business,AsiaJet,2772,0.98,1849,1,329
JFK,CDG,340,summer,Economy,SkyMind,11642,0.66,191,1,4210
SIN,DXB,84,spring,First,SkyMind,6538,0.37,1201,1,2401
SYD,BOM,197,autumn,Economy,AeroGulf,3518,0.15,1641,0,205
LAX,JFK,265,autumn,First,SkyMind,13460,0.15,1169,0,2424
BOM,BOM,18,autumn,First,EuroWings,2715,0.36,1911,0,1094
BOM,JFK,221,autumn,Economy,SkyMind,2657,0.71,724,0,228
DXB,DXB,331,summer,First,AeroGulf,2296,0.03,1651,1,95
CDG,SIN,235,winter,Business,AeroGulf,3744,0.85,350,0,366
CDG,JFK,176,winter,Economy,AeroGulf,8546,0.94,1577,0,671
NRT,BOM,72,autumn,Business,AeroGulf,796,0.89,555,0,304
DXB,DXB,91,summer,Business,AsiaJet,2427,0.91,1888,1,365
JFK,LAX,322,winter,Economy,AeroGulf,2756,0.02,1040,1,1000
SIN,LAX,23,winter,Economy,EuroWings,7921,0.98,1373,0,1665
FRA,CDG,213,winter,Economy,SkyMind,5701,0.37,1683,1,448
SYD,NRT,294,autumn,Business,PacificAir,1957,0.87,1748,1,762
NRT,NRT,128,summer,Economy,PacificAir,4046,0.19,871,1,754
LHR,CDG,59,autumn,Business,AsiaJet,13815,0.45,1299,1,5082
JFK,SYD,324,summer,First,PacificAir,7861,0.04,709,1,1438
DXB,BOM,85,spring,Economy,AeroGulf,11819,0.04,1083,0,714
CDG,JFK,229,summer,Business,PacificAir,11000,0.94,976,1,4061
BOM,FRA,268,summer,Economy,EuroWings,4164,0.81,806,1,367
SIN,DXB,112,autumn,Business,AeroGulf,10281,0.53,1535,1,1889
LHR,NRT,116,autumn,Business,PacificAir,8154,0.53,1537,0,535
SIN,DXB,238,spring,First,AeroGulf,595,0.75,384,1,152
FRA,LHR,52,autumn,Economy,AsiaJet,4432,0.34,760,1,1803
SIN,BOM,84,summer,Business,EuroWings,10051,0.76,1933,1,822
NRT,JFK,111,winter,Economy,SkyMind,7412,0.49,574,1,640
JFK,FRA,200,autumn,Business,AeroGulf,6640,0.64,995,0,463
LAX,SIN,219,winter,First,EuroWings,2239,0.96,1123,0,486
SYD,CDG,229,winter,Business,AsiaJet,12486,0.47,405,0,4570
LAX,BOM,317,winter,Business,AsiaJet,1852,0.42,956,0,730
SYD,DXB,21,autumn,Economy,EuroWings,5424,0.91,993,1,517
FRA,LHR,176,summer,First,PacificAir,6257,0.9,614,0,2381
SIN,CDG,56,winter,Business,EuroWings,2042,0.99,548,0,617
NRT,BOM,291,spring,Economy,PacificAir,13713,0.55,890,0,2467
SYD,BOM,300,autumn,Business,PacificAir,5744,0.34,974,1,334
CDG,JFK,295,winter,Economy,EuroWings,11359,0.24,872,0,737
LAX,SIN,143,winter,First,AsiaJet,1330,0.03,322,1,268
JFK,FRA,226,autumn,First,SkyMind,2105,0.73,1404,1,502
BOM,SIN,8,summer,Economy,SkyMind,5145,0.23,902,1,1010
FRA,SIN,124,spring,First,EuroWings,11439,0.61,846,0,763
SIN,LHR,246,winter,Economy,AeroGulf,12502,0.92,676,0,2361
LAX,CDG,101,spring,Economy,EuroWings,8437,0.95,1330,0,664
DXB,BOM,323,autumn,First,SkyMind,7352,0.0,1930,0,1307
NRT,LAX,350,summer,First,EuroWings,13819,0.32,827,1,2439
SIN,DXB,93,autumn,Economy,AsiaJet,13350,0.84,1502,0,4963
NRT,DXB,254,summer,Economy,SkyMind,7016,0.54,581,0,1316
CDG,LAX,80,winter,First,SkyMind,721,0.81,1746,0,210
DXB,SIN,298,winter,First,SkyMind,4451,0.85,373,1,803
BOM,SYD,31,winter,Economy,AsiaJet,9222,0.44,380,1,3497
JFK,LHR,330,summer,Economy,SkyMind,6993,0.36,1120,1,1263
SYD,FRA,299,autumn,Economy,AeroGulf,12818,0.46,1479,1,2305
SYD,DXB,282,winter,First,SkyMind,10073,0.65,1508,0,1803
LAX,SYD,12,summer,Business,EuroWings,4617,0.37,1057,1,290
SYD,CDG,127,winter,Economy,AeroGulf,5908,0.77,1260,1,1202
BOM,JFK,360,autumn,Business,PacificAir,1253,0.9,1292,0,160
SIN,FRA,187,spring,First,SkyMind,13001,0.28,1986,0,2416
FRA,SIN,69,spring,Business,PacificAir,13499,0.96,1401,0,5094
SIN,DXB,329,autumn,Business,PacificAir,1688,0.62,329,1,197
FRA,SYD,11,winter,Economy,AsiaJet,7608,0.88,1617,1,723
BOM,LAX,303,winter,Business,EuroWings,7987,0.1,293,0,2844
SIN,DXB,23,spring,First,EuroWings,9100,0.25,588,1,522
SIN,LHR,337,spring,Economy,PacificAir,11177,0.32,1808,0,4071
FRA,LHR,333,spring,Business,AsiaJet,1296,0.3,1399,0,176
JFK,CDG,209,spring,Business,AeroGulf,5645,0.17,988,1,340
JFK,NRT,215,summer,Business,SkyMind,7177,0.87,1338,0,1482
SIN,CDG,123,autumn,Business,AeroGulf,1360,0.42,1775,0,358
LHR,DXB,73,winter,Economy,SkyMind,4671,0.96,301,1,530
JFK,CDG,210,winter,Economy,PacificAir,8675,0.58,991,1,1682
LHR,CDG,311,autumn,Economy,AsiaJet,865,0.14,675,1,207
CDG,SYD,274,winter,First,AsiaJet,2014,0.55,771,1,845
JFK,LHR,94,winter,First,EuroWings,5436,0.99,1185,0,516
LHR,CDG,236,spring,Economy,EuroWings,3434,0.57,1256,1,659
LAX,LAX,154,winter,Economy,AeroGulf,10275,0.0,219,1,3652
BOM,LAX,274,autumn,First,EuroWings,998,0.93,911,0,127
NRT,LHR,213,autumn,Business,SkyMind,11933,0.23,1280,0,2170
LAX,NRT,128,autumn,Economy,AsiaJet,1869,0.69,1412,0,383
NRT,SYD,233,winter,Economy,AsiaJet,9943,0.52,1978,0,1813
NRT,NRT,41,summer,Business,PacificAir,9390,0.33,1479,1,1850
SIN,JFK,289,spring,First,PacificAir,8616,0.28,1136,1,1580
JFK,DXB,43,autumn,First,AeroGulf,11419,0.93,917,1,967
FRA,SYD,270,summer,Economy,PacificAir,10942,0.91,1582,0,721
LAX,BOM,314,winter,Business,SkyMind,11185,0.51,511,0,3953
SIN,CDG,28,spring,First,EuroWings,8823,0.26,1625,0,3241
SYD,SYD,270,summer,Business,EuroWings,5864,0.1,1630,0,2170
NRT,LAX,74,winter,Business,AeroGulf,590,0.16,1863,0,80
SYD,LHR,145,winter,Economy,EuroWings,12586,0.52,1397,1,886
BOM,NRT,162,summer,Business,AsiaJet,11889,0.31,330,1,679
BOM,JFK,246,summer,Business,EuroWings,971,0.04,1068,0,179
FRA,LHR,270,autumn,Business,PacificAir,6584,0.46,1701,0,458
CDG,JFK,211,spring,Business,AsiaJet,9957,0.75,327,1,676
NRT,SIN,280,spring,Business,PacificAir,13289,0.89,529,1,2577
LHR,LHR,223,autumn,Economy,PacificAir,11500,0.59,244,1,4184
BOM,LHR,360,spring,First,AeroGulf,4982,0.72,260,0,1767
NRT,BOM,70,spring,First,AeroGulf,5626,0.36,966,0,2122
BOM,JFK,20,winter,Business,AsiaJet,1611,0.5,388,0,394
CDG,JFK,121,summer,Economy,EuroWings,1097,0.73,1475,1,271
BOM,SIN,173,autumn,Economy,SkyMind,9599,0.73,183,1,1788
DXB,NRT,34,summer,Business,EuroWings,11606,0.42,1025,1,848
LAX,JFK,71,spring,Business,AsiaJet,11908,0.54,633,0,4402
LAX,CDG,33,spring,First,SkyMind,8118,0.92,224,1,1797
JFK,FRA,262,autumn,First,PacificAir,1854,0.63,280,0,364
NRT,JFK,272,summer,First,PacificAir,8377,0.64,1084,0,3100
SYD,BOM,109,winter,Business,SkyMind,12638,0.78,1616,0,4739
BOM,SIN,23,summer,First,PacificAir,11927,0.12,529,0,726
SYD,NRT,146,summer,Economy,EuroWings,11396,0.52,1167,1,4152
JFK,JFK,14,autumn,Economy,AeroGulf,2889,0.96,942,0,710
SYD,NRT,306,winter,Business,EuroWings,4575,0.36,469,1,319
DXB,SYD,317,summer,Business,PacificAir,12342,0.29,1029,0,4514
NRT,JFK,36,summer,First,AeroGulf,963,0.6,1919,1,140
LAX,JFK,271,spring,Economy,EuroWings,12630,0.22,518,1,2271
LHR,DXB,261,spring,First,PacificAir,1572,0.56,1063,0,297
JFK,LHR,53,winter,Economy,EuroWings,5946,0.16,876,0,1138
LAX,SIN,48,summer,First,PacificAir,973,0.58,1486,0,309
JFK,LAX,11,summer,Business,AsiaJet,5483,0.6,1401,1,569
BOM,JFK,258,spring,Economy,SkyMind,1438,0.42,1568,1,103
CDG,FRA,343,winter,Economy,PacificAir,1810,0.38,1340,0,270
SYD,NRT,280,autumn,Economy,EuroWings,7691,0.25,1208,0,455
NRT,LAX,210,spring,First,PacificAir,2840,0.33,892,1,535
FRA,SIN,324,summer,First,PacificAir,4020,0.5,1612,0,766
SYD,SIN,335,autumn,First,EuroWings,4556,0.25,1460,0,1627
FRA,CDG,12,summer,Economy,EuroWings,1586,0.78,178,0,343
FRA,SYD,251,summer,Business,AeroGulf,13355,0.71,1036,0,4834
JFK,CDG,323,summer,First,PacificAir,12221,0.27,1642,1,2194
NRT,SIN,160,winter,Economy,AsiaJet,8197,0.1,1950,1,2928
CDG,SYD,36,autumn,First,SkyMind,13661,0.0,1859,0,2416
LAX,FRA,149,summer,Economy,PacificAir,7604,0.6,1579,0,1538
SIN,JFK,198,winter,Economy,EuroWings,7232,0.21,806,1,1294
BOM,JFK,246,autumn,First,AeroGulf,759,0.01,388,0,80
BOM,SYD,204,spring,Economy,PacificAir,2156,0.36,1607,0,487
FRA,CDG,44,winter,First,AsiaJet,11647,0.96,1076,1,2387
CDG,LHR,315,autumn,Economy,EuroWings,12971,0.69,1060,1,888
BOM,DXB,319,summer,Business,AsiaJet,11811,0.86,1479,1,765
NRT,CDG,206,summer,Business,AsiaJet,6790,0.14,971,1,1210
DXB,LAX,241,winter,Business,SkyMind,6413,0.07,1951,1,494
SIN,JFK,41,spring,Business,SkyMind,8473,0.01,180,1,1556
CDG,LAX,76,winter,First,PacificAir,1091,0.96,1245,1,613
LAX,CDG,202,spring,Economy,SkyMind,6367,0.3,669,0,425
SIN,SIN,363,spring,Economy,PacificAir,10124,0.46,911,0,3654
CDG,FRA,95,winter,Business,PacificAir,13805,0.39,1756,1,2559
FRA,FRA,28,winter,Business,EuroWings,11179,0.73,601,0,804
NRT,FRA,144,winter,Economy,EuroWings,6077,0.31,1171,1,502
LAX,LHR,59,autumn,Economy,AeroGulf,728,0.54,1760,1,265
FRA,LAX,129,autumn,Economy,SkyMind,11471,1.0,1032,1,891
CDG,NRT,342,winter,Business,AeroGulf,10060,0.44,764,0,715
JFK,NRT,1,autumn,Economy,AsiaJet,2124,0.55,508,1,257
LHR,LHR,287,autumn,Business,PacificAir,7590,0.5,924,1,2797
JFK,NRT,22,spring,Business,PacificAir,4479,0.8,1136,0,992
CDG,CDG,226,summer,Business,EuroWings,1239,0.27,1968,1,269
FRA,LHR,204,summer,Economy,AsiaJet,7021,0.17,1903,0,1296
BOM,DXB,187,autumn,Business,PacificAir,3674,0.75,323,0,369
BOM,CDG,284,spring,First,PacificAir,5549,0.42,326,1,421
NRT,LAX,332,winter,Economy,AsiaJet,3147,0.91,1087,1,184
DXB,LAX,27,spring,Economy,AsiaJet,10762,0.64,1487,0,2185
DXB,LAX,343,spring,Economy,PacificAir,6936,0.56,290,1,2581
SYD,NRT,129,summer,Economy,AsiaJet,5886,0.07,861,1,1060
LHR,FRA,363,winter,Business,SkyMind,5071,0.73,801,1,913
SIN,DXB,95,summer,First,AsiaJet,7094,0.69,1123,0,2682
FRA,JFK,66,autumn,Business,AeroGulf,13685,0.64,567,1,963
NRT,BOM,177,summer,First,AeroGulf,10726,0.27,127,1,625
BOM,LAX,275,spring,Economy,PacificAir,13072,0.95,1562,1,2462
FRA,SIN,156,winter,Business,PacificAir,7980,0.32,1346,0,2825
LAX,JFK,19,winter,Business,EuroWings,1685,0.15,1083,1,311
DXB,LHR,320,winter,Business,AsiaJet,1089,0.99,1838,0,230
LAX,NRT,58,summer,First,AeroGulf,4717,0.75,1165,0,1952
NRT,LHR,273,summer,First,EuroWings,8148,0.41,1312,0,2937
SIN,LAX,198,summer,Economy,PacificAir,1635,0.94,1715,0,248
FRA,FRA,79,autumn,Business,SkyMind,3920,0.09,137,0,722
NRT,LAX,41,summer,Economy,AsiaJet,11250,0.09,1460,0,4121
LAX,JFK,226,autumn,First,EuroWings,501,0.68,1232,0,276
BOM,SIN,261,summer,Economy,SkyMind,1391,0.18,1749,0,557
FRA,LAX,245,autumn,Business,PacificAir,8382,0.92,1487,0,3080
NRT,DXB,23,spring,Business,AeroGulf,13586,0.84,1256,1,2630
FRA,SYD,197,spring,First,EuroWings,13416,0.31,1463,0,2476
NRT,LHR,236,winter,First,EuroWings,13248,0.89,1811,0,2454
DXB,LAX,126,spring,Economy,PacificAir,8562,0.04,609,1,3091
LAX,JFK,266,winter,Business,PacificAir,11691,0.55,262,1,762
JFK,CDG,324,autumn,Economy,AeroGulf,4053,0.94,403,0,1552
DXB,NRT,140,winter,First,AeroGulf,6569,0.86,846,1,1380
NRT,LHR,316,spring,First,AeroGulf,12349,0.36,881,1,2203
FRA,LAX,127,autumn,Economy,SkyMind,9663,0.18,153,0,1717
JFK,JFK,286,winter,Business,SkyMind,7457,0.21,1277,0,546
CDG,CDG,114,autumn,First,PacificAir,12841,0.51,473,0,796
SYD,LAX,325,autumn,Economy,EuroWings,12434,0.6,976,0,2235
SIN,BOM,13,spring,Business,SkyMind,4704,0.03,1550,0,1734
SIN,FRA,228,autumn,Economy,PacificAir,8971,0.41,849,0,1742
LHR,NRT,9,summer,First,SkyMind,6284,0.83,1165,0,1364
LHR,CDG,146,spring,Business,AeroGulf,2198,0.44,827,0,212
SYD,JFK,163,winter,First,PacificAir,13868,0.17,706,0,816
NRT,NRT,223,summer,First,AeroGulf,11579,0.95,1781,1,811
NRT,CDG,216,spring,First,AsiaJet,3384,0.27,1738,1,178
LHR,JFK,169,autumn,First,EuroWings,11977,0.8,917,1,2247
SYD,FRA,26,winter,First,AeroGulf,4079,0.19,736,1,1559
LHR,LHR,125,autumn,Economy,EuroWings,7695,0.42,441,1,1446
NRT,FRA,300,autumn,First,PacificAir,2751,0.49,760,0,567
NRT,LAX,250,winter,First,AsiaJet,5140,0.5,261,0,1889
JFK,SYD,10,winter,First,EuroWings,2856,0.52,1340,0,597
LHR,SIN,105,spring,Business,SkyMind,13315,0.22,139,0,4898
JFK,JFK,106,spring,First,PacificAir,10623,0.52,1754,1,682
NRT,SIN,1,autumn,Business,AsiaJet,3914,0.48,1746,0,348
CDG,LAX,182,spring,Economy,SkyMind,9700,0.21,897,0,603
SIN,LAX,302,summer,First,SkyMind,13404,0.99,809,1,4926
SYD,CDG,141,winter,Economy,AsiaJet,6208,0.87,728,0,1251
LHR,LAX,230,autumn,Economy,AeroGulf,2578,0.89,1616,1,207
CDG,LAX,64,summer,First,AsiaJet,4695,0.69,124,0,460
LAX,CDG,78,summer,Economy,AsiaJet,3214,0.16,1064,1,605
FRA,NRT,232,winter,First,AsiaJet,7447,0.57,1408,1,485
NRT,JFK,87,spring,Economy,EuroWings,1838,0.82,166,0,308
SIN,DXB,183,summer,Business,AeroGulf,13282,0.04,796,0,4727
LAX,SIN,319,autumn,Business,PacificAir,4189,0.5,402,0,686
CDG,DXB,146,summer,Business,SkyMind,7114,0.4,1118,0,2739
SIN,DXB,317,winter,First,EuroWings,1241,0.21,577,0,87
DXB,CDG,92,spring,Economy,AeroGulf,1233,0.38,1339,1,167
LAX,NRT,123,spring,Business,AsiaJet,8339,0.98,204,1,1656
FRA,SYD,276,autumn,First,EuroWings,2306,0.72,756,1,235
JFK,DXB,64,autumn,Business,EuroWings,13785,0.3,1556,1,5010
CDG,DXB,332,autumn,Business,SkyMind,11070,0.61,1744,0,3862
DXB,BOM,219,autumn,First,PacificAir,11957,0.25,1173,1,2153
CDG,CDG,192,autumn,Business,AeroGulf,2253,0.61,1335,0,478
JFK,BOM,107,summer,First,AeroGulf,7858,0.9,701,1,653
JFK,CDG,247,summer,Business,AeroGulf,6357,0.56,488,0,1188
SYD,CDG,57,winter,First,AsiaJet,1524,0.73,1392,0,426
LAX,FRA,45,spring,Business,AsiaJet,10174,0.45,1314,0,691
CDG,SYD,86,summer,Economy,EuroWings,6264,0.52,1418,0,480
DXB,LHR,38,autumn,Economy,PacificAir,5709,0.7,1063,1,2161
LAX,JFK,182,winter,First,SkyMind,11257,0.81,528,1,4076
NRT,SIN,164,autumn,First,SkyMind,4054,0.66,116,1,843
LHR,DXB,245,spring,Economy,PacificAir,10471,0.98,1355,1,730
JFK,LAX,323,autumn,First,AeroGulf,12408,0.82,542,1,2305
NRT,LAX,126,winter,Business,PacificAir,6716,0.78,1478,1,2558
LHR,SIN,207,winter,Business,SkyMind,5318,0.85,1116,0,1007
JFK,DXB,267,winter,Business,AsiaJet,10808,0.28,1715,1,3816
BOM,DXB,354,spring,Business,PacificAir,5066,0.43,1694,0,1783
CDG,CDG,87,summer,Business,EuroWings,11231,0.56,1475,0,2170
LHR,LHR,145,summer,Business,AsiaJet,5825,0.46,1604,0,2252
LHR,DXB,122,winter,Business,EuroWings,11657,0.85,477,1,4368
DXB,FRA,98,summer,First,EuroWings,11452,0.03,491,0,633
SYD,LHR,289,spring,Economy,PacificAir,7394,0.21,129,1,1300
CDG,SYD,133,autumn,Business,EuroWings,11146,0.88,230,1,2131
CDG,SIN,337,spring,Business,AeroGulf,7582,0.06,500,1,1345
NRT,SYD,318,summer,First,PacificAir,12446,0.23,222,0,4545
JFK,SYD,65,spring,First,SkyMind,10637,0.35,150,0,3975
BOM,SIN,199,autumn,Economy,AeroGulf,3868,0.75,1019,1,1486
JFK,LHR,125,spring,Economy,AsiaJet,3129,0.56,1715,1,682
NRT,LAX,346,summer,First,PacificAir,7442,0.95,1886,0,421
BOM,FRA,208,autumn,Business,SkyMind,9220,0.23,1315,1,1603
JFK,FRA,208,summer,Business,SkyMind,4732,0.87,173,1,1053
NRT,JFK,300,autumn,Business,PacificAir,7161,0.28,1502,0,1187
CDG,DXB,121,winter,Business,AeroGulf,8377,0.25,1626,1,460
DXB,BOM,142,autumn,Business,SkyMind,10163,0.5,1595,1,2010
LHR,SIN,347,summer,First,PacificAir,6775,0.07,210,1,408
SYD,LAX,57,winter,Economy,PacificAir,10727,0.38,1834,1,683
LAX,BOM,304,winter,Economy,EuroWings,12726,0.36,1491,1,2342
FRA,SYD,145,summer,First,PacificAir,10059,0.16,276,1,1878
SIN,LAX,44,summer,Business,SkyMind,2219,0.86,1143,1,559
NRT,LHR,132,spring,First,EuroWings,9733,0.39,304,0,3551
SIN,SIN,81,summer,Economy,SkyMind,3987,0.98,640,0,511
JFK,NRT,353,autumn,Economy,AeroGulf,8675,0.9,1645,1,1529
FRA,NRT,30,winter,Economy,AeroGulf,6344,0.19,1132,0,447
LHR,DXB,341,spring,Economy,SkyMind,9251,0.51,1999,1,3411
JFK,LAX,209,spring,First,AsiaJet,10256,0.6,1698,1,3649
LHR,LAX,243,spring,Business,AsiaJet,13715,0.82,1156,0,2533
BOM,NRT,183,winter,Business,AsiaJet,11916,0.89,251,0,861
DXB,FRA,158,spring,First,SkyMind,6975,0.62,179,1,2526
NRT,JFK,146,winter,Business,PacificAir,6369,0.04,1667,0,2273
DXB,BOM,340,winter,Business,EuroWings,6962,0.48,1639,0,479
NRT,SYD,354,spring,Business,PacificAir,2300,0.88,1825,0,800
JFK,NRT,233,winter,Business,SkyMind,11962,0.71,945,1,720
LAX,DXB,92,spring,Economy,PacificAir,10503,0.87,225,1,2142
DXB,SYD,329,summer,Business,AeroGulf,5575,0.67,607,0,376
FRA,DXB,172,autumn,First,EuroWings,11773,0.04,474,1,2122
DXB,DXB,190,summer,Economy,SkyMind,4762,0.97,1088,1,420
BOM,LAX,31,autumn,Economy,EuroWings,646,0.92,633,0,536
JFK,CDG,109,winter,First,AsiaJet,4328,0.13,250,1,821
SYD,SYD,272,winter,Business,AsiaJet,13232,0.11,317,0,834
FRA,LHR,95,spring,Economy,AeroGulf,2617,0.54,381,0,556
NRT,BOM,77,summer,First,SkyMind,5947,0.76,404,0,440
LHR,SYD,151,summer,First,AsiaJet,5514,0.38,1807,1,428
SYD,NRT,142,winter,Business,EuroWings,11355,0.14,1874,1,2124
SYD,BOM,231,summer,Business,EuroWings,6447,0.51,761,1,1205
JFK,LHR,258,autumn,First,AeroGulf,818,0.34,1743,1,221
CDG,CDG,128,winter,Business,AsiaJet,12661,0.35,1318,1,4609
NRT,SIN,348,spring,First,PacificAir,12823,0.64,1549,0,773
DXB,SYD,224,spring,Business,AsiaJet,6249,0.89,1687,0,565
DXB,CDG,184,winter,Business,AeroGulf,754,0.56,753,1,204
LHR,CDG,280,winter,First,AsiaJet,10028,0.69,1187,1,632
SYD,NRT,293,spring,First,SkyMind,5557,0.66,272,1,278
JFK,NRT,29,autumn,Business,AeroGulf,9026,0.55,803,0,727
LAX,LHR,298,summer,First,PacificAir,11783,0.31,1793,1,2102
JFK,SYD,18,winter,Economy,EuroWings,4893,0.38,496,1,409
FRA,SYD,131,winter,Business,AsiaJet,1544,0.32,1789,1,138
SIN,BOM,269,autumn,Economy,EuroWings,13265,0.92,843,1,4825
BOM,SIN,106,spring,Economy,AeroGulf,2291,0.83,1283,0,995
SIN,LAX,157,winter,Economy,EuroWings,3019,0.58,1553,1,640
SYD,FRA,59,autumn,First,SkyMind,1461,0.91,150,1,375
NRT,JFK,92,winter,Business,AeroGulf,4249,0.89,1338,1,530
CDG,JFK,260,autumn,Business,AeroGulf,5065,0.93,1925,0,1936
BOM,LHR,51,autumn,Economy,AsiaJet,8016,0.22,719,1,1563
SIN,FRA,133,spring,First,AeroGulf,3314,0.72,983,0,776
CDG,SYD,167,summer,Business,SkyMind,1089,0.61,1839,1,189
FRA,FRA,297,spring,Business,AsiaJet,2488,0.73,1850,1,1009
LHR,LHR,5,autumn,Business,SkyMind,11531,0.26,1663,1,4162
LAX,SYD,136,summer,Economy,PacificAir,4365,0.69,374,1,1667
LAX,JFK,226,summer,Economy,AsiaJet,11125,0.41,787,1,673
FRA,DXB,184,spring,Economy,AeroGulf,3489,0.83,965,0,317
FRA,BOM,91,spring,Economy,AeroGulf,12640,0.8,683,1,972
CDG,BOM,308,winter,Economy,AeroGulf,6165,0.21,461,0,2173
CDG,FRA,189,summer,Business,PacificAir,5041,0.18,499,1,958
FRA,DXB,303,autumn,Economy,SkyMind,2460,0.72,1706,1,154
SYD,CDG,338,winter,First,AeroGulf,12886,0.55,894,1,768
SIN,SIN,322,winter,Economy,EuroWings,9346,0.56,662,1,1712
SYD,NRT,133,winter,Economy,AeroGulf,1578,0.75,1207,1,511
FRA,BOM,172,winter,Economy,AsiaJet,3574,0.85,1689,1,1385
DXB,BOM,250,spring,Business,AsiaJet,10047,0.24,1758,0,621
SYD,SYD,61,summer,Business,EuroWings,5529,0.56,326,1,2076
DXB,NRT,50,winter,First,PacificAir,10150,0.83,116,1,787
BOM,CDG,223,summer,Business,AsiaJet,7886,0.87,319,0,2886
FRA,BOM,172,autumn,Economy,PacificAir,11974,0.29,683,1,4368
CDG,NRT,319,summer,First,PacificAir,13604,0.1,551,1,2473
DXB,JFK,225,spring,First,EuroWings,5256,0.23,725,1,376
DXB,LAX,191,summer,First,AsiaJet,6875,0.95,569,0,1335
SIN,LAX,359,autumn,Economy,AeroGulf,5195,0.46,450,0,962
SYD,FRA,265,autumn,Business,PacificAir,1419,0.42,1764,1,295
NRT,DXB,244,winter,Business,PacificAir,10438,0.01,1228,1,624
NRT,SYD,79,autumn,Economy,AsiaJet,2258,0.05,1393,1,762
