origin,destination,distance_km,avg_passengers,avg_revenue_usd,avg_delay_min,fuel_cost_usd,competition_score,demand_score,profitability_score
LHR,LAX,3271,465,312279,80,42473,0.23,0.84,0.4596
LAX,CDG,9640,398,120521,111,33739,0.05,0.31,0.0626
JFK,LAX,7661,275,152915,12,96045,0.87,0.76,0.1017
LAX,JFK,2314,182,448062,107,11816,0.4,0.48,0.7655
DXB,NRT,5078,434,151063,19,65788,0.28,0.94,0.1516
DXB,FRA,11057,350,348035,92,70359,0.51,0.87,0.4634
CDG,JFK,9328,369,485478,86,26659,0.63,0.72,0.8316
SYD,JFK,11763,419,61844,87,12941,0.46,0.82,0.0108
DXB,LHR,1247,473,163270,42,37789,0.19,0.51,0.209
DXB,FRA,846,456,383370,53,46248,0.79,0.52,0.6212
FRA,BOM,2292,435,87217,94,18366,0.06,0.57,0.0437
DXB,SYD,9922,325,459317,102,62240,0.27,0.26,0.6922
SIN,SIN,2022,119,492641,66,74930,0.51,0.32,0.7694
DXB,LHR,6017,421,268188,47,23165,0.08,0.55,0.443
SIN,CDG,8535,254,443148,104,50531,0.36,0.33,0.6812
FRA,SYD,13922,275,12509,17,53835,0.82,0.74,0.0
LHR,BOM,6946,157,383667,46,6184,0.18,0.55,0.709
NRT,NRT,2893,463,280594,30,28335,0.88,0.41,0.4745
DXB,SIN,3224,136,92448,34,68231,0.3,0.31,0.0144
LAX,DXB,1248,417,22675,77,58749,0.67,0.71,0.0
CDG,DXB,8576,446,333021,87,47553,0.51,0.38,0.4839
JFK,JFK,3152,461,86278,82,73479,0.97,0.33,0.0
LHR,NRT,10647,261,338770,40,7647,0.41,0.53,0.6222
LAX,JFK,13796,186,314997,51,37472,0.22,0.05,0.504
BOM,JFK,12611,57,368575,27,82216,0.31,0.14,0.5457
LHR,CDG,2196,264,260352,19,59301,0.77,0.23,0.3831
CDG,LHR,11135,128,67986,5,71410,0.7,0.2,0.0
CDG,JFK,6688,214,112368,65,18623,0.61,0.59,0.1225
JFK,LHR,8503,103,464907,47,89949,0.83,0.67,0.7029
SIN,JFK,958,430,101657,0,96604,0.72,0.13,0.0101
DXB,SYD,10251,117,243915,28,28922,0.06,0.87,0.402
NRT,CDG,3072,353,193998,43,41486,0.2,0.97,0.262
NRT,LAX,4686,64,489536,49,38616,0.52,0.39,0.8528
SIN,SYD,7868,202,332742,88,39547,0.26,0.54,0.4984
CDG,BOM,7237,456,85190,92,64660,0.69,0.18,0.0
CDG,SYD,5998,263,98904,75,44118,0.35,0.73,0.0346
SYD,SIN,7956,451,422645,52,18686,0.55,0.48,0.7559
BOM,CDG,1129,162,295490,100,51532,0.92,0.17,0.3879
DXB,NRT,2185,360,255990,108,78554,0.13,0.12,0.2469
BOM,BOM,12916,159,472916,80,92307,0.33,0.34,0.6812
LAX,CDG,4124,455,342716,10,72601,0.76,0.39,0.5302
BOM,BOM,1913,268,468667,18,70966,0.06,0.4,0.7774
BOM,FRA,5433,119,406797,32,73115,0.47,0.09,0.6354
FRA,LAX,7636,134,140816,17,45479,0.39,0.83,0.1737
DXB,BOM,13393,255,196438,30,18699,0.81,0.3,0.3255
FRA,DXB,2983,126,284436,73,19834,0.15,0.72,0.4562
SYD,NRT,12652,236,244461,114,48553,0.99,0.0,0.2778
LAX,LHR,3289,132,133904,84,11897,0.91,0.01,0.16
FRA,SIN,13499,403,64624,87,97806,0.33,0.3,0.0
JFK,SIN,1926,366,432038,0,83833,0.39,0.84,0.6964
SIN,LHR,2009,114,29379,80,68669,0.18,0.94,0.0
BOM,BOM,13671,339,23611,35,63292,0.67,0.63,0.0
BOM,JFK,11075,145,238057,31,14133,0.65,0.08,0.4168
SYD,FRA,2810,440,74342,110,11480,0.35,0.93,0.0157
BOM,DXB,12546,408,465182,80,71615,0.95,0.7,0.7071
JFK,JFK,13850,104,118602,99,46059,0.76,0.79,0.0461
LHR,FRA,13730,157,469781,4,10130,0.86,0.41,0.9153
JFK,NRT,12926,227,81729,22,98715,0.32,0.95,0.0
CDG,SIN,8818,244,470602,82,43316,0.08,0.46,0.7726
LAX,CDG,12980,88,354940,54,60382,0.64,0.98,0.5351
LHR,SYD,4342,458,469784,71,65807,0.27,0.09,0.737
NRT,JFK,11252,383,400120,82,19155,0.47,0.47,0.6799
FRA,LHR,13731,253,33383,88,55145,0.83,0.6,0.0
LAX,BOM,12652,245,166172,7,50373,0.74,0.18,0.2246
DXB,SYD,6189,396,205271,49,89815,0.56,0.38,0.1819
BOM,LHR,7351,211,348092,48,93451,0.89,0.93,0.4613
CDG,JFK,7263,401,350331,12,53649,0.33,0.47,0.5814
LHR,LHR,12584,222,405667,60,9249,0.99,0.59,0.7328
SIN,BOM,11998,497,174286,109,43804,0.06,0.16,0.152
LAX,FRA,10788,432,41100,31,64005,0.2,0.64,0.0
SYD,LAX,13740,109,173936,109,53730,0.59,0.7,0.1314
JFK,SIN,10269,255,480399,64,33457,0.45,0.43,0.8299
CDG,JFK,12856,201,149929,104,77347,0.77,0.59,0.0412
BOM,SIN,6628,313,381393,114,76841,0.56,0.07,0.4951
DXB,JFK,4022,261,220865,23,44034,0.24,0.01,0.3307
SIN,BOM,3138,329,289082,98,63081,0.49,0.33,0.354
DXB,LHR,12763,473,132215,55,57126,0.48,0.89,0.0952
LHR,LHR,4699,410,126741,23,92261,0.01,0.1,0.046
SYD,NRT,13314,302,489472,43,96671,0.69,0.33,0.7426
JFK,DXB,6448,336,130549,55,48742,0.87,0.87,0.1086
SYD,CDG,6588,241,160544,101,34292,0.86,0.88,0.1515
SIN,LAX,13949,483,410021,77,75560,0.97,0.82,0.5919
FRA,CDG,1632,459,401643,62,76252,0.56,0.86,0.5888
BOM,NRT,8543,186,195473,13,98632,0.03,0.22,0.1807
DXB,BOM,11122,201,217852,12,40221,0.49,0.47,0.3433
JFK,JFK,12728,106,72031,73,19635,0.91,0.6,0.0318
JFK,SIN,12741,467,88969,65,39941,0.17,0.9,0.0331
CDG,FRA,5844,414,28199,27,34033,0.78,0.62,0.0
DXB,SYD,1250,298,327144,2,22420,0.08,0.08,0.6074
FRA,CDG,7995,427,368389,47,67745,0.83,0.18,0.5543
FRA,LAX,13735,332,414515,69,89950,0.67,0.34,0.5801
SYD,BOM,7513,303,450572,6,66424,0.97,0.13,0.7623
CDG,SYD,3478,275,216745,104,87768,0.64,0.95,0.154
LHR,NRT,2762,222,34551,23,15782,0.1,0.3,0.0145
NRT,LAX,13018,302,107155,32,7586,0.93,0.66,0.1671
SIN,NRT,5827,330,116188,99,11002,0.35,0.54,0.1114
SIN,SYD,8126,257,159375,101,86586,0.35,0.9,0.0446
BOM,JFK,13982,432,21333,62,39260,0.68,0.45,0.0
NRT,BOM,2854,76,201333,103,11779,0.8,0.02,0.2761
LAX,JFK,2117,438,292658,110,79222,0.32,0.58,0.3169
JFK,CDG,2106,473,380727,73,54821,0.82,0.03,0.5788
SIN,JFK,7740,249,313018,20,19620,0.74,0.56,0.5668
SYD,JFK,10780,395,205357,118,95284,0.47,0.35,0.1021
BOM,JFK,13597,445,474818,37,5109,0.9,0.06,0.9024
CDG,FRA,7797,406,441679,101,17075,0.58,0.19,0.7482
JFK,BOM,5525,284,13437,97,81672,0.82,0.47,0.0
LAX,SIN,13235,130,177118,38,78021,0.48,0.7,0.1602
LHR,SIN,2229,218,89343,53,83104,0.58,0.34,0.0
DXB,CDG,2911,55,362681,57,90644,0.57,0.04,0.4871
FRA,JFK,13523,394,411834,66,47324,0.32,0.08,0.663
LHR,LAX,6320,280,186374,84,8521,0.66,0.53,0.2717
JFK,DXB,6307,438,29346,6,80094,0.73,0.84,0.0
